GZ1_OBJID,DR10_RELEASE,DR10_BRICKID,DR10_OBJID,LABEL
587729158978273443,10000,354288,630,ANTICLOCKWISE
587729158980370589,10000,352869,1410,ANTICLOCKWISE
587729158981353617,10000,351440,2230,ANTICLOCKWISE
587729158982533357,10000,350013,1558,ANTICLOCKWISE
587729158982598881,10000,351451,6336,ANTICLOCKWISE
587729158983778458,10000,350024,4410,ANTICLOCKWISE
587729158984040631,10000,350026,10250,ANTICLOCKWISE
587729159500398739,10000,361336,1510,CLOCKWISE
587729159500923001,10000,361340,6046,CLOCKWISE
587729159502299211,10000,361353,8642,ANTICLOCKWISE
587729159502364780,10000,361354,1581,CLOCKWISE
587729159502430386,10000,361355,1116,ANTICLOCKWISE
587729159503544522,10000,361365,450,CLOCKWISE
587729159509770366,10000,359985,4953,CLOCKWISE
587729159510294734,10000,358555,852,ANTICLOCKWISE
587729159510622432,10000,358557,7288,ANTICLOCKWISE
587729159516520662,10000,354300,5020,CLOCKWISE
587729159516979396,10000,354304,7031,CLOCKWISE
587729159518224734,10000,354316,7082,ANTICLOCKWISE
587729159518748874,10000,354321,233,ANTICLOCKWISE
587729159520125125,10000,351457,8518,ANTICLOCKWISE
587729159520321730,10000,351459,4093,ANTICLOCKWISE
587729159522681179,10000,350043,1867,CLOCKWISE
587729159523467734,10000,348611,5480,CLOCKWISE
587729160040874192,10000,364238,518,CLOCKWISE
587729160041660656,10000,364245,2655,CLOCKWISE
587729160043954260,10000,362832,553,CLOCKWISE
587729160047296612,10000,361428,484,ANTICLOCKWISE
587729160047755439,10000,361432,538,CLOCKWISE
587729160048017626,10000,361434,5521,CLOCKWISE
587729160048214252,10000,360000,4637,CLOCKWISE
587729160052539423,10000,358603,6453,CLOCKWISE
587729160053457118,10000,358612,2286,CLOCKWISE
587729160054898907,10000,355752,5861,CLOCKWISE
587729160054964453,10000,357189,6186,CLOCKWISE
587729160055423245,10000,355757,4044,CLOCKWISE
587729160057061757,10000,354334,4729,CLOCKWISE
587729160059355443,10000,352917,3643,CLOCKWISE
587729160574337145,10000,365640,5288,ANTICLOCKWISE
587729160574468244,10000,367075,1217,CLOCKWISE
587729160574730369,10000,367077,3668,CLOCKWISE
587729160577548408,10000,365670,3185,ANTICLOCKWISE
587729160578924691,10000,365683,957,CLOCKWISE
587729160579252369,10000,365685,4362,ANTICLOCKWISE
587729160581415039,10000,364271,4322,ANTICLOCKWISE
587729160584233196,10000,362863,5805,ANTICLOCKWISE
587729408083362203,10000,508904,300,CLOCKWISE
587729408084083240,10000,501548,1843,ANTICLOCKWISE
587729408085590647,10000,486498,2337,ANTICLOCKWISE
587729408085721579,10000,486498,5231,ANTICLOCKWISE
587729408085721750,10000,485224,4154,CLOCKWISE
587729408085983439,10000,483948,5903,CLOCKWISE
587729408620167698,10000,511332,3732,ANTICLOCKWISE
587729408620822902,10000,505243,4030,ANTICLOCKWISE
587729408621084841,10000,502785,634,CLOCKWISE
587729408622395921,10000,489039,4871,ANTICLOCKWISE
587729408622986113,10000,482670,2806,ANTICLOCKWISE
587729408623444677,10000,477520,5352,CLOCKWISE
587729408623509915,10000,477521,3286,ANTICLOCKWISE
587729408623772398,10000,474930,3139,ANTICLOCKWISE
587729409157824851,10000,504017,2903,CLOCKWISE
587729409159922176,10000,483952,1007,ANTICLOCKWISE
587729409160118857,10000,481389,7014,CLOCKWISE
587729409160446775,10000,477522,7099,ANTICLOCKWISE
587729409160577818,10000,476228,6712,CLOCKWISE
587729652350845236,10000,524408,991,ANTICLOCKWISE
587729652351041967,10000,523236,703,ANTICLOCKWISE
587729652351828170,10000,516128,4209,CLOCKWISE
587729652351959319,10000,514932,455,CLOCKWISE
587729652352876782,10000,506457,3923,ANTICLOCKWISE
587729652353073329,10000,505233,3624,ANTICLOCKWISE
587729652353073521,10000,505233,4953,CLOCKWISE
587729652353139101,10000,504005,1204,CLOCKWISE
587729652354449872,10000,491556,4596,ANTICLOCKWISE
587729652355760192,10000,478804,1293,CLOCKWISE
587729652356022775,10000,476218,4011,CLOCKWISE
587729652357005798,10000,465769,839,ANTICLOCKWISE
587729652889289137,10000,511322,4462,ANTICLOCKWISE
587729652890010080,10000,505235,1113,ANTICLOCKWISE
587729652890468868,10000,500306,1303,CLOCKWISE
587729652892828297,10000,477514,1046,ANTICLOCKWISE
587729653426029066,10000,513735,1132,CLOCKWISE
587729653426094226,10000,513736,1116,ANTICLOCKWISE
587729653426946359,10000,506462,1374,CLOCKWISE
587729653427011823,10000,505237,1738,CLOCKWISE
587729653428715844,10000,487765,4880,ANTICLOCKWISE
587729653429174780,10000,483945,2043,ANTICLOCKWISE
587729653429174856,10000,483944,6241,CLOCKWISE
587729746837700853,10000,337047,984,CLOCKWISE
587729746839601526,10000,337064,1522,CLOCKWISE
587729746840650027,10000,335633,5121,CLOCKWISE
587729746840715703,10000,335634,2871,CLOCKWISE
587729747375816784,10000,338498,577,CLOCKWISE
587729747911115086,10000,342804,223,ANTICLOCKWISE
587729747911508253,10000,342807,1277,ANTICLOCKWISE
587729748448182744,10000,344245,5457,CLOCKWISE
587729748448575738,10000,344249,2744,CLOCKWISE
587729751136010687,10000,516128,274,ANTICLOCKWISE
587729751136469464,10000,511320,348,ANTICLOCKWISE
587729751672750414,10000,518514,1179,CLOCKWISE
587729751673668194,10000,510112,1799,ANTICLOCKWISE
587729751674192403,10000,505234,4701,CLOCKWISE
587729751676486276,10000,482662,1358,ANTICLOCKWISE
587729751676814213,10000,480094,2752,ANTICLOCKWISE
587729752209555683,10000,519702,3505,ANTICLOCKWISE
587729752211325537,10000,504008,3080,CLOCKWISE
587729752211587616,10000,500306,5699,ANTICLOCKWISE
587729752213815815,10000,480096,1888,CLOCKWISE
587729752214667426,10000,471018,5303,ANTICLOCKWISE
587729752214667536,10000,471018,7171,CLOCKWISE
587729752747999780,10000,506462,4911,CLOCKWISE
587729752748654958,10000,500308,6281,CLOCKWISE
587729752748982360,10000,497825,1165,ANTICLOCKWISE
587729752749310442,10000,494075,4277,CLOCKWISE
587729752751080177,10000,476223,3214,ANTICLOCKWISE
587729752751800890,10000,469712,5853,CLOCKWISE
587729752751800961,10000,468401,7586,ANTICLOCKWISE
587729772070371467,10000,311025,3801,CLOCKWISE
587729772071682184,10000,311037,631,ANTICLOCKWISE
587729772607111300,10000,312461,9405,ANTICLOCKWISE
587729772609208525,10000,313920,2399,ANTICLOCKWISE
587729772609994943,10000,313927,4213,CLOCKWISE
587729772610978075,10000,313936,7871,ANTICLOCKWISE
587729772611633342,10000,313942,8692,ANTICLOCKWISE
587729773143851215,10000,315340,3068,ANTICLOCKWISE
587729773144375505,10000,315344,6122,ANTICLOCKWISE
587729773144441091,10000,315345,4413,CLOCKWISE
587729773680197795,10000,318215,5250,ANTICLOCKWISE
587729773680263347,10000,318215,10282,ANTICLOCKWISE
587729773681836284,10000,318230,3495,ANTICLOCKWISE
587729773682164003,10000,318233,2483,ANTICLOCKWISE
587729773682164040,10000,318233,3252,ANTICLOCKWISE
587729773682229459,10000,318233,8574,ANTICLOCKWISE
587729773682884830,10000,319679,5392,ANTICLOCKWISE
587729773685309554,10000,318262,972,ANTICLOCKWISE
587729774217461829,10000,321098,11974,ANTICLOCKWISE
587729774219165946,10000,321114,5238,ANTICLOCKWISE
587729774221066448,10000,321131,5227,CLOCKWISE
587729774221197537,10000,321133,2179,CLOCKWISE
587729774758592788,10000,324017,10623,CLOCKWISE
587729774758723828,10000,324019,586,ANTICLOCKWISE
587729774759313428,10000,324024,1181,ANTICLOCKWISE
587729776367435990,10000,312478,6412,ANTICLOCKWISE
587729776369533131,10000,312497,10399,CLOCKWISE
587729776372220194,10000,313961,3955,CLOCKWISE
587729776377332010,10000,316887,6224,CLOCKWISE
587729776903258310,10000,313908,789,CLOCKWISE
587729776903716986,10000,315352,121,ANTICLOCKWISE
587729776903979253,10000,313914,2993,CLOCKWISE
587729776904896677,10000,315363,1154,ANTICLOCKWISE
587729776905617441,10000,315369,3084,ANTICLOCKWISE
587729776906993855,10000,315382,3046,ANTICLOCKWISE
587729776908697820,10000,315397,8333,CLOCKWISE
587729776911122587,10000,316860,2093,ANTICLOCKWISE
587729776912564542,10000,318313,4030,ANTICLOCKWISE
587729776915120272,10000,318336,3383,CLOCKWISE
587729776916365737,10000,318348,133,ANTICLOCKWISE
587729777439015140,10000,316778,1378,ANTICLOCKWISE
587729777439604933,10000,316783,2200,CLOCKWISE
587729777439932612,10000,316786,4020,ANTICLOCKWISE
587729777440981149,10000,316795,7903,CLOCKWISE
587729777441243404,10000,316798,881,CLOCKWISE
587729777441308897,10000,316799,802,ANTICLOCKWISE
587729777441964213,10000,316805,811,CLOCKWISE
587729777443078238,10000,318254,8110,CLOCKWISE
587729777445109941,10000,318273,3555,ANTICLOCKWISE
587729777447272712,10000,318293,4957,ANTICLOCKWISE
587729777448517662,10000,319744,5918,ANTICLOCKWISE
587729777448648888,10000,319745,7691,ANTICLOCKWISE
587729777448845764,10000,319747,3772,CLOCKWISE
587729777452581306,10000,321221,5023,ANTICLOCKWISE
587729777452712173,10000,321223,623,CLOCKWISE
587729777453695249,10000,322671,4480,CLOCKWISE
587729777975754860,10000,319656,13139,ANTICLOCKWISE
587729777976475942,10000,319663,3777,ANTICLOCKWISE
587729777976606969,10000,319664,2731,CLOCKWISE
587729777977065653,10000,319668,4858,ANTICLOCKWISE
587729777978441873,10000,319680,5808,ANTICLOCKWISE
587729777978572932,10000,319682,1058,ANTICLOCKWISE
587729777982570755,10000,321159,721,ANTICLOCKWISE
587729777984733408,10000,321178,10395,ANTICLOCKWISE
587729777988141205,10000,322649,3739,ANTICLOCKWISE
587729777988469078,10000,322653,412,ANTICLOCKWISE
587729777989124367,10000,322658,3948,ANTICLOCKWISE
587729777989255211,10000,324099,4680,CLOCKWISE
587729777990041938,10000,324107,981,CLOCKWISE
587729777990107639,10000,324107,5087,CLOCKWISE
587729777990369703,10000,324110,2314,ANTICLOCKWISE
587729777991025231,10000,324116,719,ANTICLOCKWISE
587729777991090635,10000,324116,5328,ANTICLOCKWISE
587729777991680290,10000,324122,1712,CLOCKWISE
587729778512167104,10000,322532,7029,ANTICLOCKWISE
587729778512756836,10000,321098,11721,CLOCKWISE
587729778512822322,10000,321098,11810,ANTICLOCKWISE
587729778520818038,10000,324051,3074,CLOCKWISE
587729778521669834,10000,324059,3210,ANTICLOCKWISE
587729778523898077,10000,325519,4721,ANTICLOCKWISE
587729779050479734,10000,323985,2730,ANTICLOCKWISE
587729779050741878,10000,323987,7610,CLOCKWISE
587729779050938486,10000,323989,3560,ANTICLOCKWISE
587729779053035740,10000,324009,498,ANTICLOCKWISE
587729781202813481,10000,485224,1323,ANTICLOCKWISE
587729781203009975,10000,482667,4059,CLOCKWISE
587729782274196007,10000,510121,3457,ANTICLOCKWISE
587729782274654633,10000,506469,2622,CLOCKWISE
587729782275441477,10000,497830,3571,ANTICLOCKWISE
587729782275637591,10000,495333,4099,CLOCKWISE
587729782277145299,10000,480102,3622,CLOCKWISE
587729782277145372,10000,480102,2975,ANTICLOCKWISE
587729782277407352,10000,477521,6085,CLOCKWISE
587729782812312070,10000,499076,2675,CLOCKWISE
587729969638932596,10000,312513,4896,ANTICLOCKWISE
587729970175017279,10000,313945,1436,ANTICLOCKWISE
587729970176000306,10000,313954,3504,ANTICLOCKWISE
587729970177442097,10000,315407,5235,CLOCKWISE
587729970177835317,10000,315411,3440,ANTICLOCKWISE
587729970178294047,10000,315415,4639,ANTICLOCKWISE
587729970178687051,10000,315418,9845,CLOCKWISE
587729970179277097,10000,315424,2547,CLOCKWISE
587729970179342481,10000,315424,2845,CLOCKWISE
587729970179998057,10000,316871,503,ANTICLOCKWISE
587729970180063305,10000,316871,3988,CLOCKWISE
587729970180587867,10000,316876,3189,CLOCKWISE
587729970180784339,10000,316877,8610,ANTICLOCKWISE
587729970180915327,10000,316878,7471,ANTICLOCKWISE
587729970182554069,10000,316894,4210,ANTICLOCKWISE
587729970182881479,10000,316896,10037,CLOCKWISE
587729970183078105,10000,316899,1076,ANTICLOCKWISE
587729970183602484,10000,318343,3297,ANTICLOCKWISE
587729970711887901,10000,316824,11631,ANTICLOCKWISE
587729970712871126,10000,316834,1631,ANTICLOCKWISE
587729970712871305,10000,316833,10963,ANTICLOCKWISE
587729970714968441,10000,318293,7490,ANTICLOCKWISE
587729970715099251,10000,318294,5561,CLOCKWISE
587729970715623627,10000,318299,5776,CLOCKWISE
587729970715623662,10000,316859,7561,CLOCKWISE
587729970716606697,10000,318308,1620,CLOCKWISE
587729970716737806,10000,318309,3394,ANTICLOCKWISE
587729970716803382,10000,318310,3265,CLOCKWISE
587729970717589748,10000,318317,3165,ANTICLOCKWISE
587729970720211576,10000,319781,2897,ANTICLOCKWISE
587729970720866661,10000,319787,1007,CLOCKWISE
587729971250200847,10000,319718,4575,CLOCKWISE
587729971250790702,10000,319723,8187,ANTICLOCKWISE
587729971251446113,10000,319729,11501,CLOCKWISE
587729971251970362,10000,321174,2603,ANTICLOCKWISE
587729971252429078,10000,321178,9884,CLOCKWISE
587729971253739709,10000,321190,3531,CLOCKWISE
587729971254657211,10000,321199,3843,CLOCKWISE
587729971254722793,10000,321199,6916,ANTICLOCKWISE
587729971255509261,10000,322646,3619,ANTICLOCKWISE
587729971255902586,10000,322650,2007,ANTICLOCKWISE
587729971256361322,10000,321214,9616,CLOCKWISE
587729971256754444,10000,322657,6440,ANTICLOCKWISE
587729971257081952,10000,322661,524,CLOCKWISE
587729971257081953,10000,321221,488,CLOCKWISE
587729971257671794,10000,322666,4250,CLOCKWISE
587729971258196160,10000,322671,3062,CLOCKWISE
587729971259048459,10000,324119,4073,ANTICLOCKWISE
587729971259113881,10000,324119,8322,ANTICLOCKWISE
587729971786678529,10000,322594,8220,ANTICLOCKWISE
587729971786809575,10000,322595,8838,ANTICLOCKWISE
587729971789431164,10000,322619,12297,CLOCKWISE
587729971789824371,10000,324063,11714,ANTICLOCKWISE
587729971790348564,10000,322628,600,CLOCKWISE
587729971793560032,10000,324097,3880,ANTICLOCKWISE
587729971793625558,10000,324098,1642,ANTICLOCKWISE
587729971794084414,10000,324102,1947,CLOCKWISE
587729971794608643,10000,325547,376,CLOCKWISE
587729972324401340,10000,324042,3473,ANTICLOCKWISE
587729972325777437,10000,324054,10980,CLOCKWISE
587729972329316907,10000,325527,3381,CLOCKWISE
587730021714493595,10000,365733,3627,ANTICLOCKWISE
587730021714493717,10000,365734,285,CLOCKWISE
587730021718622421,10000,361468,3338,ANTICLOCKWISE
587730021719080976,10000,361472,4407,ANTICLOCKWISE
587730021719146690,10000,361473,1677,CLOCKWISE
587730021720785051,10000,360052,1543,ANTICLOCKWISE
587730021721047321,10000,358619,293,CLOCKWISE
587730021721637098,10000,358624,3274,ANTICLOCKWISE
587730021722685638,10000,357197,4046,CLOCKWISE
587730021722947846,10000,357200,200,ANTICLOCKWISE
587730021727076654,10000,351487,148,CLOCKWISE
587730022252019911,10000,367172,3236,ANTICLOCKWISE
587730022252478736,10000,367177,673,ANTICLOCKWISE
587730022253920373,10000,365757,2750,CLOCKWISE
587730022254838169,10000,365765,5276,CLOCKWISE
587730022255820997,10000,364340,2674,CLOCKWISE
587730022256017596,10000,364342,2033,ANTICLOCKWISE
587730022256279716,10000,362910,3110,CLOCKWISE
587730022258114836,10000,361492,12061,ANTICLOCKWISE
587730022258770187,10000,360062,9102,ANTICLOCKWISE
587730022259360011,10000,360068,969,ANTICLOCKWISE
587730022259490897,10000,360069,2781,ANTICLOCKWISE
587730022259556539,10000,360069,5148,ANTICLOCKWISE
587730022260408646,10000,358641,5957,ANTICLOCKWISE
587730022260474098,10000,358642,1938,CLOCKWISE
587730022261391643,10000,357214,3989,CLOCKWISE
587730022261784725,10000,357218,3948,CLOCKWISE
587730022263685169,10000,354360,3438,ANTICLOCKWISE
587730022264734029,10000,352932,1502,CLOCKWISE
587730022265520857,10000,351501,4788,ANTICLOCKWISE
587730022788300820,10000,370031,1954,ANTICLOCKWISE
587730022788563322,10000,370034,552,CLOCKWISE
587730022788628736,10000,370034,3255,ANTICLOCKWISE
587730022789611790,10000,370043,2932,ANTICLOCKWISE
587730022790463709,10000,368619,1102,ANTICLOCKWISE
587730022790463729,10000,368619,1688,ANTICLOCKWISE
587730022791839922,10000,367199,2720,ANTICLOCKWISE
587730022791905484,10000,367200,1733,CLOCKWISE
587730022792429897,10000,365772,3587,ANTICLOCKWISE
587730022793019652,10000,365777,4430,ANTICLOCKWISE
587730022795182367,10000,362929,4305,CLOCKWISE
587730022795247913,10000,362930,2209,ANTICLOCKWISE
587730022796230911,10000,362939,1058,ANTICLOCKWISE
587730022796296386,10000,362939,2028,ANTICLOCKWISE
587730022796427553,10000,362941,416,ANTICLOCKWISE
587730022796558501,10000,361507,2268,ANTICLOCKWISE
587730022796624053,10000,361507,3885,ANTICLOCKWISE
587730022797279748,10000,361513,6075,ANTICLOCKWISE
587730022797803688,10000,360082,4527,ANTICLOCKWISE
587730022798721352,10000,358654,11239,ANTICLOCKWISE
587730022798721463,10000,358654,10373,ANTICLOCKWISE
587730022798721581,10000,358655,2423,ANTICLOCKWISE
587730022800753104,10000,357237,1267,ANTICLOCKWISE
587730022801212001,10000,355805,2332,CLOCKWISE
587730022802391603,10000,354377,5615,ANTICLOCKWISE
587730023326285986,10000,371472,2267,CLOCKWISE
587730023327334594,10000,371482,136,CLOCKWISE
587730023327400171,10000,371482,5198,ANTICLOCKWISE
587730023328448735,10000,370061,3357,CLOCKWISE
587730023328907510,10000,368633,4800,CLOCKWISE
587730023328973036,10000,368634,530,ANTICLOCKWISE
587730023329366177,10000,368637,3604,ANTICLOCKWISE
587730023330349112,10000,367214,5387,CLOCKWISE
587730023332970613,10000,364371,6405,ANTICLOCKWISE
587730023334674794,10000,362953,4678,CLOCKWISE
587730023335592183,10000,361526,11311,ANTICLOCKWISE
587730023339131517,10000,355814,6692,CLOCKWISE
587730023862239398,10000,374324,1684,CLOCKWISE
587730023863419093,10000,374335,174,ANTICLOCKWISE
587730023863681272,10000,374337,3621,ANTICLOCKWISE
587730023863812262,10000,374338,3833,CLOCKWISE
587730023864205464,10000,372912,442,CLOCKWISE
587730023865057353,10000,371490,114,CLOCKWISE
587730023866302718,10000,371501,3828,ANTICLOCKWISE
587730023866695791,10000,371504,3614,ANTICLOCKWISE
587730023867089151,10000,370077,3770,ANTICLOCKWISE
587730023869776184,10000,367238,2638,ANTICLOCKWISE
587730772798276083,10000,387576,5308,ANTICLOCKWISE
587730772798931209,10000,389002,6208,CLOCKWISE
587730772801814619,10000,394697,183,CLOCKWISE
587730772801814863,10000,394697,1002,CLOCKWISE
587730772804829235,10000,400372,3571,CLOCKWISE
587730772805288311,10000,401785,1984,CLOCKWISE
587730772807385316,10000,404618,918,ANTICLOCKWISE
587730772807712933,10000,404621,3078,CLOCKWISE
587730772807909629,10000,404622,6491,ANTICLOCKWISE
587730772808171666,10000,404625,4165,ANTICLOCKWISE
587730772808237244,10000,404625,5429,ANTICLOCKWISE
587730772808302849,10000,406030,4263,ANTICLOCKWISE
587730772810399848,10000,407453,2710,ANTICLOCKWISE
587730772813217996,10000,410281,3860,CLOCKWISE
587730772814594219,10000,410294,1712,CLOCKWISE
587730772814921893,10000,411695,1336,ANTICLOCKWISE
587730772815446262,10000,408901,4470,CLOCKWISE
587730772815446274,10000,408901,4809,CLOCKWISE
587730772815773827,10000,408904,3543,ANTICLOCKWISE
587730772815839344,10000,410305,1574,CLOCKWISE
587730773334557456,10000,388991,1702,CLOCKWISE
587730773336391937,10000,393260,646,ANTICLOCKWISE
587730773338227253,10000,396106,4052,ANTICLOCKWISE
587730773340127871,10000,400358,2698,CLOCKWISE
587730773340913869,10000,401773,2616,CLOCKWISE
587730773342552573,10000,404602,4831,ANTICLOCKWISE
587730773342880020,10000,404605,3141,CLOCKWISE
587730773344387381,10000,406023,3053,CLOCKWISE
587730773344453091,10000,406024,100,CLOCKWISE
587730773345435780,10000,407437,763,ANTICLOCKWISE
587730773345501380,10000,407437,2893,CLOCKWISE
587730773345632590,10000,408840,4363,ANTICLOCKWISE
587730773346484492,10000,408848,5546,ANTICLOCKWISE
587730773346550051,10000,408849,471,CLOCKWISE
587730773347008587,10000,408853,2037,CLOCKWISE
587730773347008592,10000,408853,2246,CLOCKWISE
587730773347074256,10000,410253,4284,ANTICLOCKWISE
587730773347860810,10000,410261,2976,CLOCKWISE
587730773350088814,10000,411679,1925,ANTICLOCKWISE
587730773350220005,10000,413078,4237,ANTICLOCKWISE
587730773350613188,10000,413082,1302,CLOCKWISE
587730773353693301,10000,411712,1269,ANTICLOCKWISE
587730773354414192,10000,411719,214,CLOCKWISE
587730773354414249,10000,411719,2061,ANTICLOCKWISE
587730773870510621,10000,387562,2674,CLOCKWISE
587730773871886913,10000,391830,7077,ANTICLOCKWISE
587730773872411183,10000,393252,180,CLOCKWISE
587730773872411366,10000,393252,2854,CLOCKWISE
587730773876801880,10000,403172,1576,CLOCKWISE
587730773877326289,10000,403177,275,ANTICLOCKWISE
587730773877850388,10000,404588,201,CLOCKWISE
587730773878309063,10000,404592,365,CLOCKWISE
587730773879947394,10000,407415,1359,ANTICLOCKWISE
587730773882241247,10000,410238,1212,CLOCKWISE
587730773883224227,10000,411645,1104,ANTICLOCKWISE
587730773883551983,10000,411648,2743,CLOCKWISE
587730773883617437,10000,411648,4482,CLOCKWISE
587730773884338373,10000,413053,1582,ANTICLOCKWISE
587730773884469534,10000,413055,47,ANTICLOCKWISE
587730773884993777,10000,413059,1757,CLOCKWISE
587730773885059330,10000,413059,4953,CLOCKWISE
587730773885714680,10000,414462,860,CLOCKWISE
587730773886697721,10000,414471,424,ANTICLOCKWISE
587730773886763169,10000,414471,2840,ANTICLOCKWISE
587730773886763189,10000,414471,3451,CLOCKWISE
587730773887090890,10000,414474,5159,CLOCKWISE
587730773887418465,10000,414477,6107,ANTICLOCKWISE
587730773887746211,10000,414480,2910,CLOCKWISE
587730773888663871,10000,414489,1528,CLOCKWISE
587730773888794890,10000,413094,3840,CLOCKWISE
587730773888991473,10000,414492,1118,ANTICLOCKWISE
587730773889843359,10000,414500,218,CLOCKWISE
587730773890695410,10000,414507,5793,CLOCKWISE
587730773891154080,10000,414512,539,ANTICLOCKWISE
587730773891285162,10000,414513,1247,CLOCKWISE
587730773891285193,10000,414513,2029,ANTICLOCKWISE
587730774408560802,10000,393245,2343,CLOCKWISE
587730774409937524,10000,397500,1477,ANTICLOCKWISE
587730774410002657,10000,397500,5315,CLOCKWISE
587730774410396265,10000,397504,1125,ANTICLOCKWISE
587730774413541724,10000,404577,913,CLOCKWISE
587730774414393667,10000,405988,4480,ANTICLOCKWISE
587730774415114540,10000,405995,4714,ANTICLOCKWISE
587730774417342707,10000,410221,4028,ANTICLOCKWISE
587730774418325841,10000,411629,1146,CLOCKWISE
587730774419112091,10000,413033,4930,ANTICLOCKWISE
587730774421405958,10000,415845,2370,CLOCKWISE
587730774421471379,10000,414451,2925,ANTICLOCKWISE
587730774421668032,10000,415847,2935,CLOCKWISE
587730774421668054,10000,415847,3328,ANTICLOCKWISE
587730774422388931,10000,415854,195,ANTICLOCKWISE
587730774422716759,10000,415857,2159,ANTICLOCKWISE
587730774422913173,10000,415859,387,ANTICLOCKWISE
587730774423044224,10000,415860,564,CLOCKWISE
587730774423568612,10000,415865,1194,ANTICLOCKWISE
587730774424617259,10000,417266,4581,ANTICLOCKWISE
587730774425010364,10000,417270,1837,CLOCKWISE
587730774425469113,10000,417274,1265,CLOCKWISE
587730774426845448,10000,417287,1416,ANTICLOCKWISE
587730774427304124,10000,415899,2267,CLOCKWISE
587730774944777229,10000,394655,683,ANTICLOCKWISE
587730774945890425,10000,397491,3435,CLOCKWISE
587730774946611315,10000,398909,11398,ANTICLOCKWISE
587730774947463597,10000,400327,7310,CLOCKWISE
587730774948905299,10000,404563,1035,ANTICLOCKWISE
587730774950740380,10000,407388,969,ANTICLOCKWISE
587730774951657905,10000,408798,4973,CLOCKWISE
587730774952116526,10000,408802,4306,ANTICLOCKWISE
587730774953033972,10000,410211,295,CLOCKWISE
587730774956507361,10000,415829,204,ANTICLOCKWISE
587730774956703977,10000,415830,5530,CLOCKWISE
587730774958080176,10000,417235,4079,ANTICLOCKWISE
587730774958211295,10000,417236,1913,CLOCKWISE
587730774958604542,10000,417240,2639,CLOCKWISE
587730774958604584,10000,417240,1176,ANTICLOCKWISE
587730774958670091,10000,417241,835,ANTICLOCKWISE
587730774958735674,10000,418633,2927,ANTICLOCKWISE
587730774959653072,10000,418642,55,ANTICLOCKWISE
587730774960570647,10000,420040,2560,ANTICLOCKWISE
587730774960963701,10000,420043,10310,ANTICLOCKWISE
587730774963519732,10000,418677,1736,CLOCKWISE
587730774965223644,10000,418692,4257,ANTICLOCKWISE
587730774965420341,10000,418694,1942,CLOCKWISE
587730775483089403,10000,400316,4064,CLOCKWISE
587730775483285610,10000,400318,1936,CLOCKWISE
587730775483810277,10000,401731,1590,CLOCKWISE
587730775484334504,10000,403143,5898,CLOCKWISE
587730775486366253,10000,407376,5170,CLOCKWISE
587730775487152556,10000,408785,5295,CLOCKWISE
587730775488004408,10000,410193,3125,CLOCKWISE
587730775489839526,10000,414402,3709,ANTICLOCKWISE
587730775489905031,10000,414403,889,ANTICLOCKWISE
587730775490429038,10000,414408,760,CLOCKWISE
587730775490429203,10000,414407,4990,ANTICLOCKWISE
587730775491019173,10000,415807,2529,ANTICLOCKWISE
587730775494689047,10000,418625,459,ANTICLOCKWISE
587730775495475415,10000,420022,1150,ANTICLOCKWISE
587730775496589504,10000,420032,2325,CLOCKWISE
587730775499342126,10000,422831,5570,CLOCKWISE
587730775499931810,10000,420062,3985,ANTICLOCKWISE
587730775500128427,10000,421452,5371,CLOCKWISE
587730775500193994,10000,420065,1611,ANTICLOCKWISE
587730775502291143,10000,421472,3016,CLOCKWISE
587730775502356580,10000,420084,4105,CLOCKWISE
587730815748407582,10000,278592,2846,CLOCKWISE
587730815748669598,10000,277173,769,CLOCKWISE
587730815751225440,10000,274354,1727,ANTICLOCKWISE
587730815752470643,10000,272945,4738,ANTICLOCKWISE
587730815753060499,10000,271533,2329,ANTICLOCKWISE
587730815753191442,10000,271534,2317,CLOCKWISE
587730815754043443,10000,271542,1315,CLOCKWISE
587730815754699075,10000,271548,3025,ANTICLOCKWISE
587730815755223184,10000,271553,584,ANTICLOCKWISE
587730816286589071,10000,278604,5499,ANTICLOCKWISE
587730816289669238,10000,275788,4993,CLOCKWISE
587730816291373127,10000,272964,2421,CLOCKWISE
587730816292028429,10000,272970,2038,CLOCKWISE
587730816821887284,10000,282864,11442,CLOCKWISE
587730816822804717,10000,281446,5828,ANTICLOCKWISE
587730816824312037,10000,280036,3902,CLOCKWISE
587730816828702950,10000,275809,763,ANTICLOCKWISE
587730816829096098,10000,275812,1735,CLOCKWISE
587730816829227160,10000,275813,5139,ANTICLOCKWISE
587730816829358339,10000,275815,888,CLOCKWISE
587730816829816855,10000,274398,5280,ANTICLOCKWISE
587730817360658588,10000,282881,4171,CLOCKWISE
587730817363804334,10000,280060,4720,ANTICLOCKWISE
587730817364066476,10000,280063,160,CLOCKWISE
587730817364918422,10000,278647,584,ANTICLOCKWISE
587730817896546640,10000,285727,404,CLOCKWISE
587730817899692181,10000,282901,7400,ANTICLOCKWISE
587730817903231182,10000,280083,4394,ANTICLOCKWISE
587730818432368933,10000,290005,9456,CLOCKWISE
587730818434728062,10000,287166,5497,CLOCKWISE
587730818435448939,10000,287173,6046,ANTICLOCKWISE
587730818438529165,10000,282919,5109,ANTICLOCKWISE
587730818438725786,10000,282921,3054,ANTICLOCKWISE
587730818439053410,10000,282924,2648,ANTICLOCKWISE
